Aggr started. input=D:\tree-KG\TreeKG-main\src\output\02_hidden_kg\conv_entities.json, output=D:\tree-KG\TreeKG-main\src\output\02_hidden_kg\aggr_entities.json, log=D:\tree-KG\TreeKG-main\src\output\02_hidden_kg\logs\aggr.log
===== [Stage 1] 角色判定（并发=10）=====
[role] 阴阳五行学说 -> core | ok=True attempts=1 fallback=False
[edge] 实证 -> 气血壅滞 (example-of) | removed_horizontal=2
[edge] 实证 -> 气血充盛养胎 (related) | removed_horizontal=2
[edge] 实证 -> 气实血涌 (example-of) | removed_horizontal=2
[edge] 实证 -> 气血未充 (related) | removed_horizontal=2
[edge] 实证 -> 气血充实 (example-of) | removed_horizontal=2
[edge] 实证 -> 气血运行不畅 (example-of) | removed_horizontal=2
[edge] 实证 -> 气血壅滞充盛 (example-of) | removed_horizontal=2
[edge] 实证 -> 气血运行断续不定 (related) | removed_horizontal=2
[edge] 实证 -> 气血运行不相连续 (related) | removed_horizontal=2
[edge] 实证 -> 沉取 (related) | removed_horizontal=2
[edge] 实证 -> 清热 (applies-to) | removed_horizontal=2
[edge] 实证 -> 滑利 (related) | removed_horizontal=2
[edge] 实证 -> 生机减退 (related) | removed_horizontal=2
[edge] 实证 -> 活血 (related) | removed_horizontal=2
[edge] 实证 -> 疗程短 (related) | removed_horizontal=2
[edge] 实证 -> 生理滑脉 (example-of) | removed_horizontal=2
[edge] 实证 -> 疼痛剧烈拒按 (example-of) | removed_horizontal=2
[edge] 实证 -> 用药量重 (related) | removed_horizontal=2
[edge] 实证 -> 癥瘕积聚 (example-of) | removed_horizontal=2
[edge] 实证 -> 短气 (related) | removed_horizontal=2
[edge] 实证 -> 用药量轻 (applies-to) | removed_horizontal=2
[edge] 实证 -> 疼痛拒按 (example-of) | removed_horizontal=2
[edge] 实证 -> 痰饮内停 (example-of) | removed_horizontal=2
[edge] 实证 -> 痰食停积 (example-of) | removed_horizontal=2
[edge] 实证 -> 祛邪药量轻 (applies-to) | removed_horizontal=2
[edge] 实证 -> 破血 (related) | removed_horizontal=2
[edge] 实证 -> 紧脉 (example-of) | removed_horizontal=2
[edge] 实证 -> 积滞 (example-of) | removed_horizontal=2
[edge] 实证 -> 经 (related) | removed_horizontal=2
[edge] 实证 -> 素体阴虚 (related) | removed_horizontal=2
[edge] 实证 -> 精气易虚 (related) | removed_horizontal=2
[edge] 实证 -> 结而无力 (example-of) | removed_horizontal=2
[edge] 实证 -> 结而有力 (example-of) | removed_horizontal=2
[edge] 实证 -> 食积 (example-of) | removed_horizontal=2
[edge] 实证 -> 虚极危候 (contrasts-with) | removed_horizontal=2
[edge] 实证 -> 短脉 (related) | removed_horizontal=2
[edge] 实证 -> 肝胆火盛 (example-of) | removed_horizontal=2
[edge] 实证 -> 重听 (related) | removed_horizontal=2
[edge] 实证 -> 肺肾虚损 (contrasts-with) | removed_horizontal=2
[edge] 实证 -> 肺热炽盛 (example-of) | removed_horizontal=2
[edge] 实证 -> 肾虚精亏 (related) | removed_horizontal=2
[edge] 实证 -> 诸虚不足 (contrasts-with) | removed_horizontal=2
[edge] 实证 -> 脉道坚满 (example-of) | removed_horizontal=2
[edge] 实证 -> 虚弱 (contrasts-with) | removed_horizontal=2
[edge] 实证 -> 青壮年的常脉 (example-of) | removed_horizontal=2
[edge] 实证 -> 血行加速 (applies-to) | removed_horizontal=2
[edge] 实证 -> 长脉 (related) | removed_horizontal=2
[edge] 实证 -> 虚脱 (contrasts-with) | removed_horizontal=2
[edge] 实证 -> 脉来缓慢而时有歇止 (example-of) | removed_horizontal=2
[edge] 实证 -> 腹痛剧烈 (example-of) | removed_horizontal=2
[edge] 实证 -> 腹痛隐痛 (related) | removed_horizontal=2
[edge] 实证 -> 脏腑虚衰 (contrasts-with) | removed_horizontal=2
[edge] 实证 -> 胀满喜按 (example-of) | removed_horizontal=2
[edge] 实证 -> 腹胀拒按 (example-of) | removed_horizontal=2
[edge] 实证 -> 羸瘦而腹硬满拒按 (example-of) | removed_horizontal=2
[edge] 实证 -> 脉沉迟而按之有力 (example-of) | removed_horizontal=2
[edge] 实证 -> 脉象沉取之有力有神 (example-of) | removed_horizontal=2
[edge] 实证 -> 舌质嫩胖与苍老 (example-of) | removed_horizontal=2
[edge] 实证 -> 言语呼吸之高亢与低怯 (example-of) | removed_horizontal=2
[edge] 实证 -> 言语呼吸低怯 (related) | removed_horizontal=2
[edge] 实证 -> 舌质嫩胖 (related) | removed_horizontal=2
[edge] 实证 -> 衰退 (contrasts-with) | removed_horizontal=2
[edge] 实证 -> 胎 (related) | removed_horizontal=2
[edge] 实证 -> 走窜伤胎 (related) | removed_horizontal=2
[edge] 实证 -> 言语呼吸高亢 (example-of) | removed_horizontal=2
[edge] 实证 -> 耐受攻伐 (applies-to) | removed_horizontal=2
[edge] 虚证 -> 五软 (related) | removed_horizontal=2
[edge] 虚证 -> 五迟 (related) | removed_horizontal=2
[edge] 虚证 -> 先天性梅毒 (example-of) | removed_horizontal=2
[edge] 虚证 -> 佝偻病 (example-of) | removed_horizontal=2
[edge] 虚证 -> 三部脉举之无力，重按空虚 (example-of) | removed_horizontal=2
[edge] 虚证 -> 发黄稀疏 (related) | removed_horizontal=2
[edge] 虚证 -> 后囟 (related) | removed_horizontal=2
[edge] 虚证 -> 发黑浓密 (related) | removed_horizontal=2
[edge] 虚证 -> 前囟 (related) | removed_horizontal=2
[edge] 虚证 -> 劳神伤血 (contrasts-with) | removed_horizontal=2
[edge] 虚证 -> 囟填 (example-of) | removed_horizontal=2
[edge] 虚证 -> 外感时邪 (contrasts-with) | removed_horizontal=2
[edge] 虚证 -> 头皮痒多脂 (related) | removed_horizontal=2
[edge] 虚证 -> 小儿发结如穗 (related) | removed_horizontal=2
[edge] 虚证 -> 吐泻伤津 (part-of) | removed_horizontal=2
[edge] 虚证 -> 头摇 (related) | removed_horizontal=2
[edge] 虚证 -> 囟陷 (example-of) | removed_horizontal=2
[edge] 虚证 -> 方颅畸形 (related) | removed_horizontal=2
[edge] 虚证 -> 气血虚衰 (part-of) | removed_horizontal=2
[edge] 虚证 -> 疳积 (related) | removed_horizontal=2
[edge] 虚证 -> 敷贴法 (related) | removed_horizontal=2
[edge] 虚证 -> 斑秃 (example-of) | removed_horizontal=2
[edge] 虚证 -> 痫 (related) | removed_horizontal=2
[edge] 虚证 -> 精亏神衰 (part-of) | removed_horizontal=2
[edge] 虚证 -> 邪盛神乱 (related) | removed_horizontal=2
[edge] 虚证 -> 痰气郁结 (related) | removed_horizontal=2
[edge] 虚证 -> 癫 (related) | removed_horizontal=2
[edge] 虚证 -> 肝风夹痰 (related) | removed_horizontal=2
[edge] 虚证 -> 解颅 (related) | removed_horizontal=2
[edge] 虚证 -> 血热 (related) | removed_horizontal=2
[edge] 虚证 -> 火邪上攻 (contrasts-with) | removed_horizontal=2
[edge] 虚证 -> 肾气不足 (example-of) | removed_horizontal=2
[edge] 虚证 -> 肾气充足 (related) | removed_horizontal=2
[edge] 虚证 -> 精血不足 (part-of) | removed_horizontal=2
[edge] 虚证 -> 血虚受风 (related) | removed_horizontal=2
[edge] 虚证 -> 腰酸 (example-of) | removed_horizontal=2
[edge] 虚证 -> 青壮年脱发 (example-of) | removed_horizontal=2
[edge] 虚证 -> 脏腑诸虚 (part-of) | removed_horizontal=2
[edge] 虚证 -> 脉率 (related) | removed_horizontal=2
[edge] 虚证 -> 风湿痹痛 (related) | removed_horizontal=2
[edge] 虚证 -> 青少年白发 (example-of) | removed_horizontal=2
[edge] 虚证 -> 细脉 (related) | removed_horizontal=2
[edge] 虚证 -> 筋肉劳损 (related) | removed_horizontal=2
[edge] 虚证 -> 虚中夹实证 (part-of) | removed_horizontal=2
[edge] 阴证 -> 传注经络 (related) | removed_horizontal=2
[edge] 阴证 -> 五脏风毒积热攻注肌肉 (related) | removed_horizontal=2
[edge] 阴证 -> 伤阴 (related) | removed_horizontal=2
[edge] 阴证 -> 审痈疡 (applies-to) | removed_horizontal=2
[edge] 阴证 -> 察润燥 (applies-to) | removed_horizontal=2
[edge] 阴证 -> 内陷筋骨 (related) | removed_horizontal=2
[edge] 阴证 -> 尺肤 (related) | removed_horizontal=2
[edge] 阴证 -> 尺肤热甚 (applies-to) | removed_horizontal=2
[edge] 阴证 -> 干瘪 (related) | removed_horizontal=2
[edge] 阴证 -> 尺肤寒冷 (example-of) | removed_horizontal=2
[edge] 阴证 -> 暴气毒邪侵袭皮肤 (related) | removed_horizontal=2
[edge] 阴证 -> 无脓 (related) | removed_horizontal=2
[edge] 阴证 -> 急 (related) | removed_horizontal=2
[edge] 阴证 -> 干燥 (related) | removed_horizontal=2
[edge] 阴证 -> 气肿 (related) | removed_horizontal=2
[edge] 阴证 -> 气血不和 (related) | removed_horizontal=2
[edge] 阴证 -> 有脓 (related) | removed_horizontal=2
[edge] 阴证 -> 气血瘀滞 (related) | removed_horizontal=2
[edge] 阴证 -> 棘手 (related) | removed_horizontal=2
[edge] 阴证 -> 气血虚而寒痰凝滞 (related) | removed_horizontal=2
[edge] 阴证 -> 湿热火毒内蕴 (related) | removed_horizontal=2
[edge] 阴证 -> 津液未伤 (related) | removed_horizontal=2
[edge] 阴证 -> 波动感 (related) | removed_horizontal=2
[edge] 阴证 -> 津枯 (related) | removed_horizontal=2
[edge] 阴证 -> 滑 (related) | removed_horizontal=2
[edge] 阴证 -> 津伤较重 (related) | removed_horizontal=2
[edge] 阴证 -> 热在表 (related) | removed_horizontal=2
[edge] 阴证 -> 汗未出 (related) | removed_horizontal=2
[edge] 阴证 -> 湿热阻于肌肤 (related) | removed_horizontal=2
[edge] 阴证 -> 疽 (example-of) | removed_horizontal=2
[edge] 阴证 -> 痈 (contrasts-with) | removed_horizontal=2
[edge] 阴证 -> 疔 (related) | removed_horizontal=2
[edge] 阴证 -> 疖 (related) | removed_horizontal=2
[edge] 阴证 -> 皮肤滋润 (related) | removed_horizontal=2
[edge] 阴证 -> 热在里 (related) | removed_horizontal=2
[edge] 阴证 -> 热盛肉腐 (related) | removed_horizontal=2
[edge] 阴证 -> 脏腑蕴积湿热外发 (related) | removed_horizontal=2
[edge] 阴证 -> 缓 (related) | removed_horizontal=2
[edge] 阴证 -> 皮肤甲错 (related) | removed_horizontal=2
[edge] 阴证 -> 脓浅 (related) | removed_horizontal=2
[edge] 阴证 -> 脓深 (related) | removed_horizontal=2
[edge] 阴证 -> 诊肿胀 (related) | removed_horizontal=2
[edge] 阴证 -> 阴津不足 (example-of) | removed_horizontal=2
[edge] 阴证 -> 阳气亏虚 (related) | removed_horizontal=2
[edge] 阴证 -> 辨寒热 (applies-to) | removed_horizontal=2
[edge] 数脉 -> 按之豁然而空 (example-of) | removed_horizontal=2
[edge] 阴证 -> 阴阳二气不得宣通 (related) | removed_horizontal=2
[edge] 数脉 -> 阳虚外浮 (applies-to) | removed_horizontal=2
[edge] 数脉 -> 数大而无力 (example-of) | removed_horizontal=2
[edge] 数脉 -> 表热 (applies-to) | removed_horizontal=2
[edge] 迟脉 -> 邪热结聚 (applies-to) | removed_horizontal=2
[edge] 数脉 -> 浮数 (example-of) | removed_horizontal=2
[edge] 数脉 -> 沉数 (part-of) | removed_horizontal=2
[edge] 迟脉 -> 一息不足四至 (example-of) | removed_horizontal=2
[edge] 表证 -> 津亏 (related) | removed_horizontal=2
[edge] 表证 -> 有汗 (example-of) | removed_horizontal=2
[edge] 表证 -> 表虚证 (example-of) | removed_horizontal=2
[edge] 表证 -> 热毒内闭 (related) | removed_horizontal=2
[edge] 表证 -> 表实寒里实热证 (example-of) | removed_horizontal=2
[edge] 表证 -> 表热证 (example-of) | removed_horizontal=2
[edge] 表证 -> 表实热里实寒证 (example-of) | removed_horizontal=2
[edge] 表证 -> 表实寒里虚热证 (example-of) | removed_horizontal=2
[edge] 表证 -> 脉浮 (example-of) | removed_horizontal=2
[edge] 表证 -> 出疹 (example-of) | removed_horizontal=2
[edge] 表证 -> 发热重恶寒轻 (example-of) | removed_horizontal=2
[edge] 迟脉 -> 生理性迟脉 (example-of) | removed_horizontal=2
[edge] 表证 -> 头项强痛 (example-of) | removed_horizontal=2
[edge] 表证 -> 脉洪数 (example-of) | removed_horizontal=2
[edge] 表证 -> 咽喉痛 (applies-to) | removed_horizontal=2
[edge] 表证 -> 浮大无力 (related) | removed_horizontal=2
[edge] 表证 -> 正邪相争 (related) | removed_horizontal=2
[edge] 表证 -> 恶寒重发热轻 (example-of) | removed_horizontal=2
[edge] 表证 -> 水湿泛溢肌肤 (related) | removed_horizontal=2
[edge] 表证 -> 热退身凉 (example-of) | removed_horizontal=2
[edge] 表证 -> 皮肤薄亮 (related) | removed_horizontal=2
[edge] 表证 -> 小便短黄 (example-of) | removed_horizontal=2
[edge] 表证 -> 胸胁苦满 (related) | removed_horizontal=2
[edge] 表证 -> 脉数有力 (applies-to) | removed_horizontal=2
[edge] 表证 -> 脉紧或迟而有力 (example-of) | removed_horizontal=2
[edge] 表证 -> 舌红脉浮数 (example-of) | removed_horizontal=2
[edge] 表证 -> 脉位表浅 (example-of) | removed_horizontal=2
[edge] 表证 -> 苔白脉浮紧 (example-of) | removed_horizontal=2
[edge] 表证 -> 脉沉 (related) | removed_horizontal=2
[edge] 表证 -> 虚阳浮越证 (related) | removed_horizontal=2
[edge] 表证 -> 苔薄 (example-of) | removed_horizontal=2
[edge] 表证 -> 表虚寒 (example-of) | removed_horizontal=2
[edge] 表证 -> 表虚热 (example-of) | removed_horizontal=2
[edge] 表证 -> 骤起头面水肿 (example-of) | removed_horizontal=2
[edge] 表证 -> 骤起眼睑头面肿 (example-of) | removed_horizontal=2
[edge] 表证 -> 里虚热 (part-of) | removed_horizontal=2
[edge] 表证 -> 阴血衰少 (related) | removed_horizontal=2
[edge] 表证 -> 风水偏热 (example-of) | removed_horizontal=2
[edge] 表证 -> 风水偏寒 (example-of) | removed_horizontal=2
[edge] 热证 -> 下利清谷 (related) | removed_horizontal=2
[edge] 热证 -> 假热 (contrasts-with) | removed_horizontal=2
[edge] 热证 -> 口渴不欲饮 (related) | removed_horizontal=2
[edge] 热证 -> 脉沉迟有力 (related) | removed_horizontal=2
[edge] 热证 -> 假寒 (contrasts-with) | removed_horizontal=2
[edge] 热证 -> 热药 (related) | removed_horizontal=2
[edge] 热证 -> 正盛邪实 (related) | removed_horizontal=2
[edge] 热证 -> 寒药 (contrasts-with) | removed_horizontal=2
[edge] 热证 -> 身热胸腹灼热 (example-of) | removed_horizontal=2
[edge] 热证 -> 脉浮大按之无力 (example-of) | removed_horizontal=2
[edge] 里证 -> 生理性沉脉 (related) | removed_horizontal=2
[edge] 里证 -> 脉位深沉 (example-of) | removed_horizontal=2
[edge] 里证 -> 气血内困 (related) | removed_horizontal=2
[edge] 里证 -> 邪气郁结于里 (applies-to) | removed_horizontal=2
[edge] 里证 -> 里虚证 (part-of) | removed_horizontal=2
[edge] 寒证 -> 偏嗜食物 (related) | removed_horizontal=2
[edge] 里证 -> 里实证 (example-of) | removed_horizontal=2
[edge] 寒证 -> 口不渴饮 (related) | removed_horizontal=2
[edge] 里证 -> 脉气鼓动不足 (related) | removed_horizontal=2
[edge] 里证 -> 阳气不得舒展 (applies-to) | removed_horizontal=2
[edge] 寒证 -> 口渴多饮 (related) | removed_horizontal=2
[edge] 寒证 -> 多食易饥 (related) | removed_horizontal=2
[edge] 寒证 -> 多食消瘦 (related) | removed_horizontal=2
[edge] 寒证 -> 口咸 (example-of) | removed_horizontal=2
[edge] 寒证 -> 大渴引饮 (related) | removed_horizontal=2
[edge] 寒证 -> 大渴喜冷饮 (example-of) | removed_horizontal=2
[edge] 寒证 -> 泛酸 (related) | removed_horizontal=2
[edge] 寒证 -> 妊娠反应 (related) | removed_horizontal=2
[edge] 寒证 -> 湿热内蕴 (related) | removed_horizontal=2
[edge] 寒证 -> 肾阳虚水泛 (part-of) | removed_horizontal=2
[edge] 寒证 -> 肝胃郁热 (example-of) | removed_horizontal=2
[edge] 寒证 -> 汗下后口渴 (related) | removed_horizontal=2
[edge] 寒证 -> 渴不多饮 (related) | removed_horizontal=2
[edge] 寒证 -> 胃强脾弱 (related) | removed_horizontal=2
[edge] 寒证 -> 食量 (related) | removed_horizontal=2
[edge] 寒证 -> 轻度伤津 (related) | removed_horizontal=2
[edge] 寒证 -> 虚火内扰 (related) | removed_horizontal=2
[edge] 寒证 -> 食欲减退 (related) | removed_horizontal=2
[edge] 寒证 -> 饥不欲食 (related) | removed_horizontal=2
[edge] 寒证 -> 除中 (related) | removed_horizontal=2
[edge] 五味 -> 逆证 (related) | removed_horizontal=2
[edge] 五味 -> 克色之脉 (related) | removed_horizontal=2
[edge] 升降浮沉 -> 小肠火 (applies-to) | removed_horizontal=2
[edge] 五味 -> 顺证 (related) | removed_horizontal=2
[edge] 五味 -> 面青 (related) | removed_horizontal=2
[edge] 升降浮沉 -> 木通 (applies-to) | removed_horizontal=2
[edge] 五味 -> 喜酸 (example-of) | removed_horizontal=2
[edge] 五味 -> 生色之脉 (related) | removed_horizontal=2
[edge] 升降浮沉 -> 白芷 (applies-to) | removed_horizontal=2
[edge] 升降浮沉 -> 柴胡 (example-of) | removed_horizontal=2
[edge] 升降浮沉 -> 石膏 (example-of) | removed_horizontal=2
[edge] 升降浮沉 -> 胃火 (applies-to) | removed_horizontal=2
[edge] 升降浮沉 -> 肝胆火 (related) | removed_horizontal=2
[edge] 升降浮沉 -> 细辛 (example-of) | removed_horizontal=2
[edge] 升降浮沉 -> 肺火 (applies-to) | removed_horizontal=2
[edge] 升降浮沉 -> 羌活 (example-of) | removed_horizontal=2
[edge] 升降浮沉 -> 防风 (applies-to) | removed_horizontal=2
[edge] 升降浮沉 -> 黄连 (example-of) | removed_horizontal=2
[edge] 升降浮沉 -> 黄芩 (example-of) | removed_horizontal=2
[edge] 升降浮沉 -> 藁本 (applies-to) | removed_horizontal=2
[edge] 五行 -> 所胜 (part-of) | removed_horizontal=2
[edge] 五行 -> 土克水 (example-of) | removed_horizontal=2
[edge] 五行 -> 所不胜 (part-of) | removed_horizontal=2
[edge] 五行 -> 子 (part-of) | removed_horizontal=2
[edge] 五行 -> 土生金 (part-of) | removed_horizontal=2
[edge] 五行 -> 水克火 (example-of) | removed_horizontal=2
[edge] 五行 -> 金生水 (example-of) | removed_horizontal=2
[edge] 五行 -> 母 (part-of) | removed_horizontal=2
[edge] 五行 -> 木生火 (example-of) | removed_horizontal=2
[edge] 五行 -> 火生土 (part-of) | removed_horizontal=2
[edge] 五行学说 -> 鼻属脾 (part-of) | removed_horizontal=2
[edge] 五行学说 -> 左颊属肝 (example-of) | removed_horizontal=2
[edge] 五行学说 -> 右颊属肺 (example-of) | removed_horizontal=2
[edge] 五行学说 -> 颏属肾 (part-of) | removed_horizontal=2
[edge] 五行学说 -> 额属心 (example-of) | removed_horizontal=2
[edge] 目 -> 其华在爪 (related) | removed_horizontal=2
[edge] 目 -> 在体合筋 (part-of) | removed_horizontal=2
[edge] 目 -> 在志为怒 (part-of) | removed_horizontal=2
[edge] 目 -> 在时为春 (related) | removed_horizontal=2
[edge] 目 -> 在液为泪 (part-of) | removed_horizontal=2
[edge] 耳 -> 发颐 (related) | removed_horizontal=2
[edge] 耳 -> 口眼㖞斜 (related) | removed_horizontal=2
[edge] 目 -> 开窍于目 (applies-to) | removed_horizontal=2
[edge] 耳 -> 呕吐物 (related) | removed_horizontal=2
[edge] 目 -> 肝阳偏亢 (related) | removed_horizontal=2
[edge] 耳 -> 痄腮 (related) | removed_horizontal=2
[edge] 耳 -> 痈疽疔疖 (related) | removed_horizontal=2
[edge] 耳 -> 斑疹 (related) | removed_horizontal=2
[edge] 耳 -> 腮肿 (related) | removed_horizontal=2
[edge] 耳 -> 善色 (related) | removed_horizontal=2
[edge] 耳 -> 苔色 (related) | removed_horizontal=2
[edge] 耳 -> 精气衰竭 (related) | removed_horizontal=2
[edge] 耳 -> 痰涕 (related) | removed_horizontal=2
[edge] 耳 -> 水疱 (related) | removed_horizontal=2
[edge] 耳 -> 阳水 (related) | removed_horizontal=2
[edge] 耳 -> 阴水 (related) | removed_horizontal=2
[edge] 耳 -> 面削颧耸 (related) | removed_horizontal=2
[edge] 耳 -> 齿龈 (part-of) | removed_horizontal=2
[edge] 耳 -> 面肿 (related) | removed_horizontal=2
[edge] 耳 -> 颤动 (related) | removed_horizontal=2
[edge] 耳 -> 风邪中络 (related) | removed_horizontal=2
[edge] 五行系统 -> 木亢乘土 (example-of) | removed_horizontal=2
[edge] 五行系统 -> 水竭木枯 (example-of) | removed_horizontal=2
[edge] 五行系统 -> 土虚木乘 (example-of) | removed_horizontal=2
[edge] 五行系统 -> 气不及则所不胜乘之、所胜侮之 (part-of) | removed_horizontal=2
[edge] 子病及母 -> 久病咳喘 (example-of) | removed_horizontal=2
[edge] 五行系统 -> 木亢侮金 (example-of) | removed_horizontal=2
[edge] 子病及母 -> 气虚机能下降 (related) | removed_horizontal=2
[edge] 子病及母 -> 咳痰清稀 (example-of) | removed_horizontal=2
[edge] 五行系统 -> 金虚木侮 (example-of) | removed_horizontal=2
[edge] 子病及母 -> 咳喘短气 (example-of) | removed_horizontal=2
[edge] 子病及母 -> 木火刑金 (example-of) | removed_horizontal=2
[edge] 子病及母 -> 水不涵木 (example-of) | removed_horizontal=2
[edge] 子病及母 -> 水湿不运 (related) | removed_horizontal=2
[edge] 子病及母 -> 相乘传变 (contrasts-with) | removed_horizontal=2
[edge] 子病及母 -> 聚湿生痰 (related) | removed_horizontal=2
[edge] 子病及母 -> 语声低微 (related) | removed_horizontal=2
[edge] 子病及母 -> 脉虚弱 (related) | removed_horizontal=2
[edge] 子病及母 -> 脾湿盛 (example-of) | removed_horizontal=2
[edge] 子病及母 -> 面浮肢肿 (related) | removed_horizontal=2
[edge] 子病及母 -> 运化失司 (related) | removed_horizontal=2
[edge] 子病及母 -> 通调水道失职 (related) | removed_horizontal=2
[edge] 心火 -> 实热症状 (example-of) | removed_horizontal=2
[edge] 心火 -> 心火下移小肠 (example-of) | removed_horizontal=2
[edge] 心火 -> 舌疮 (example-of) | removed_horizontal=2
[edge] 心火 -> 小便涩赤灼痛 (applies-to) | removed_horizontal=2
[edge] 肝气郁结 -> 善太息 (example-of) | removed_horizontal=2
[edge] 肝气郁结 -> 太息 (example-of) | removed_horizontal=2
[edge] 肝气郁结 -> 情志抑郁 (related) | removed_horizontal=2
[edge] 肝气郁结 -> 吞酸嘈杂 (related) | removed_horizontal=2
[edge] 肝气郁结 -> 急躁易怒 (related) | removed_horizontal=2
[edge] 肝气郁结 -> 大便溏结不调 (related) | removed_horizontal=2
[edge] 肝气郁结 -> 厌食腹胀 (related) | removed_horizontal=2
[edge] 肝气郁结 -> 横逆犯脾 (related) | removed_horizontal=2
[edge] 肝气郁结 -> 木郁土虚 (related) | removed_horizontal=2
[edge] 肝气郁结 -> 肠鸣矢气 (applies-to) | removed_horizontal=2
[edge] 肝气郁结 -> 胃络 (related) | removed_horizontal=2
[edge] 肝气郁结 -> 气滞腹痛 (related) | removed_horizontal=2
[edge] 肝气郁结 -> 脉缓 (related) | removed_horizontal=2
[edge] 肝气郁结 -> 气机不利 (part-of) | removed_horizontal=2
[edge] 肝气郁结 -> 气郁化火 (related) | removed_horizontal=2
[edge] 肝气郁结 -> 胃脘胁肋胀痛窜痛 (applies-to) | removed_horizontal=2
[edge] 肝气郁结 -> 胸胁胀满 (applies-to) | removed_horizontal=2
[edge] 肝气郁结 -> 脾虚湿阻 (related) | removed_horizontal=2
[edge] 肝气郁结 -> 脾失健运反侮于肝 (part-of) | removed_horizontal=2
[edge] 心火亢盛 -> 小便赤涩灼痛 (example-of) | removed_horizontal=2
[edge] 肝气郁结 -> 苔白 (related) | removed_horizontal=2
[edge] 肝气郁结 -> 饮食劳倦伤脾 (related) | removed_horizontal=2
[edge] 肝火上炎 -> 暑热 (related) | removed_horizontal=2
[edge] 肺失清肃 -> 声音嘶哑 (related) | removed_horizontal=2
[edge] 肝火上炎 -> 重病昏睡 (related) | removed_horizontal=2
[edge] 心火亢盛 -> 热灼血络 (related) | removed_horizontal=2
[edge] 肝火上炎 -> 寒凝瘀血 (related) | removed_horizontal=2
[edge] 肺失清肃 -> 久咳伤阴 (related) | removed_horizontal=2
[edge] 肺失清肃 -> 口干咽燥 (related) | removed_horizontal=2
[edge] 肺失清肃 -> 痰少而黏 (example-of) | removed_horizontal=2
[edge] 肺失清肃 -> 口鼻干燥 (applies-to) | removed_horizontal=2
[edge] 肺失清肃 -> 痨虫袭肺 (related) | removed_horizontal=2
[edge] 肺失清肃 -> 肺喜润恶燥 (related) | removed_horizontal=2
[edge] 肺失清肃 -> 苔薄白 (related) | removed_horizontal=2
[edge] 肺失清肃 -> 秋季 (related) | removed_horizontal=2
[edge] 肺失清肃 -> 少汗 (related) | removed_horizontal=2
[edge] 肺失清肃 -> 不易咳出 (related) | removed_horizontal=2
[edge] 肺失清肃 -> 久咳伤肺累肾 (related) | removed_horizontal=2
[edge] 肺失清肃 -> 喉失阴润 (related) | removed_horizontal=2
[edge] 肺失清肃 -> 干咳少痰而黏 (example-of) | removed_horizontal=2
[edge] 肺失清肃 -> 无苔 (related) | removed_horizontal=2
[edge] 肺失清肃 -> 女子经少经闭 (related) | removed_horizontal=2
[edge] 肺失清肃 -> 盗汗颧红 (related) | removed_horizontal=2
[edge] 肺失清肃 -> 房劳过度 (related) | removed_horizontal=2
[edge] 肺失清肃 -> 肺热叶焦 (related) | removed_horizontal=2
[edge] 肺失清肃 -> 机体失养 (related) | removed_horizontal=2
[edge] 肺失清肃 -> 火伤肺络 (related) | removed_horizontal=2
[edge] 肺失清肃 -> 肺络 (part-of) | removed_horizontal=2
[edge] 肺失清肃 -> 肾阴不能上滋肺金 (related) | removed_horizontal=2
[edge] 肺失清肃 -> 腰膝失养 (related) | removed_horizontal=2
[edge] 肺失清肃 -> 虚火内生 (related) | removed_horizontal=2
[edge] 肺失清肃 -> 虚热症状 (related) | removed_horizontal=2
[edge] 肺失清肃 -> 虚火灼伤肺络 (part-of) | removed_horizontal=2
[edge] 病色 -> 客色 (contrasts-with) | removed_horizontal=2
[edge] 肺失清肃 -> 虚热灼津 (related) | removed_horizontal=2
[edge] 病色 -> 夏赤 (example-of) | removed_horizontal=2
[edge] 病色 -> 含蓄 (part-of) | removed_horizontal=2
[edge] 病色 -> 新病 (example-of) | removed_horizontal=2
[edge] 病色 -> 明润 (example-of) | removed_horizontal=2
[edge] 病色 -> 晦暗枯槁 (example-of) | removed_horizontal=2
[edge] 病色 -> 气血津液充足 (contrasts-with) | removed_horizontal=2
[edge] 病色 -> 红黄隐隐 (example-of) | removed_horizontal=2
[edge] 病色 -> 浮光暴露 (example-of) | removed_horizontal=2
[edge] 病色 -> 春青 (example-of) | removed_horizontal=2
[edge] 病色 -> 胃气不能上荣 (related) | removed_horizontal=2
[edge] 病色 -> 精血充盈 (related) | removed_horizontal=2
[edge] 病色 -> 精气已衰 (example-of) | removed_horizontal=2
[edge] 病色 -> 精气内藏 (related) | removed_horizontal=2
[edge] 病色 -> 红黄隐隐，明润含蓄 (example-of) | removed_horizontal=2
[edge] 病色 -> 胃气尚存 (related) | removed_horizontal=2
[edge] 病色 -> 胃气充足 (related) | removed_horizontal=2
[edge] 病色 -> 轻病 (example-of) | removed_horizontal=2
[edge] 病色 -> 脏腑功能正常 (contrasts-with) | removed_horizontal=2
[edge] 病色 -> 重病 (example-of) | removed_horizontal=2
[edge] 病色 -> 邪气内阻 (applies-to) | removed_horizontal=2
[edge] 小肠 -> 扰乱心神 (related) | removed_horizontal=2
[edge] 小肠 -> 心火内炽 (related) | removed_horizontal=2
[edge] 抑强扶弱 -> 瘀阻 (related) | removed_horizontal=2
[edge] 抑强扶弱 -> 气不固 (related) | removed_horizontal=2
