Aggr started. input=D:\tree-KG\TreeKG-main\src\output\中医文化学\02_hidden_kg\conv_entities.json, output=D:\tree-KG\TreeKG-main\src\output\中医文化学\02_hidden_kg\aggr_entities.json, log=D:\tree-KG\TreeKG-main\src\output\中医文化学\02_hidden_kg\logs\aggr.log
===== [Stage 1] 角色判定（并发=10）=====
[role] 广义文化 -> core | ok=True attempts=1 fallback=False
[edge] 意象思维 -> 怀怖慑 (related) | removed_horizontal=2
[edge] 意象思维 -> 毫芒即乖 (related) | removed_horizontal=2
[edge] 意象思维 -> 损之又损 (related) | removed_horizontal=2
[edge] 意象思维 -> 自用意而不任臣 (applies-to) | removed_horizontal=2
[edge] 意象思维 -> 腠理至微 (related) | removed_horizontal=2
[edge] 意象思维 -> 肝生于左，肺藏于右 (example-of) | removed_horizontal=2
[edge] 意象思维 -> 西医学免疫认识 (related) | removed_horizontal=2
[edge] 意象思维 -> 豁然贯通 (example-of) | removed_horizontal=2
[edge] 意象思维 -> 象 (example-of) | removed_horizontal=2
[edge] 意象思维 -> 谨察阴阳所在而调之，以平为期 (applies-to) | removed_horizontal=2
[edge] 意象思维 -> 随气用巧 (applies-to) | removed_horizontal=2
[edge] 意象思维 -> 针石 (applies-to) | removed_horizontal=2
[edge] 意象思维 -> 运动性 (related) | removed_horizontal=2
[edge] 阴阳平衡 -> 位不当 (related) | removed_horizontal=2
[edge] 阴阳平衡 -> 四时不忒 (related) | removed_horizontal=2
[edge] 阴阳平衡 -> 大过 (example-of) | removed_horizontal=2
[edge] 阴阳平衡 -> 小过 (example-of) | removed_horizontal=2
[edge] 阴阳平衡 -> 栋隆 (related) | removed_horizontal=2
[edge] 阴阳平衡 -> 栋桡 (related) | removed_horizontal=2
[edge] 道 -> 周行而不殆 (example-of) | removed_horizontal=2
[edge] 阴阳平衡 -> 归妹 (related) | removed_horizontal=2
[edge] 道 -> 不死观念 (related) | removed_horizontal=2
[edge] 道 -> 得道 (example-of) | removed_horizontal=2
[edge] 道 -> 《三洞群仙录》 (example-of) | removed_horizontal=2
[edge] 道 -> 修道积德 (example-of) | removed_horizontal=2
[edge] 道 -> 人为 (contrasts-with) | removed_horizontal=2
[edge] 道 -> 冲气以为和 (example-of) | removed_horizontal=2
[edge] 道 -> 敝而新成 (example-of) | removed_horizontal=2
[edge] 道 -> 物壮则老 (example-of) | removed_horizontal=2
[edge] 道 -> 日月山川诸神 (related) | removed_horizontal=2
[edge] 道 -> 术 (related) | removed_horizontal=2
[edge] 道 -> 后天水谷精气 (related) | removed_horizontal=2
[edge] 道 -> 唐玄宗 (example-of) | removed_horizontal=2
[edge] 道 -> 究天人之际 (related) | removed_horizontal=2
[edge] 道 -> 生，道之别体也 (example-of) | removed_horizontal=2
[edge] 道 -> 脑髓 (related) | removed_horizontal=2
[edge] 道 -> 素 (related) | removed_horizontal=2
[edge] 道 -> 血脉 (related) | removed_horizontal=2
[edge] 道 -> 《老子》第三十九章 (example-of) | removed_horizontal=2
[edge] 道 -> 《抱朴子·内篇·勤求》 (example-of) | removed_horizontal=2
[edge] 道 -> 行气 (related) | removed_horizontal=2
[edge] 道 -> 《天隐子·神解》 (related) | removed_horizontal=2
[edge] 道 -> 骨骼 (related) | removed_horizontal=2
[edge] 道 -> 《老子》第四十二章 (example-of) | removed_horizontal=2
[edge] 道 -> 《老子》第二十五章 (example-of) | removed_horizontal=2
[edge] 道 -> 先天父母之精 (related) | removed_horizontal=2
[edge] 道 -> 丘处机 (example-of) | removed_horizontal=2
[edge] 道 -> 不欲以静，天下将自定 (example-of) | removed_horizontal=2
[edge] 道 -> 为天地立心 (related) | removed_horizontal=2
[edge] 道 -> 与大道合一的自由境界 (example-of) | removed_horizontal=2
[edge] 道 -> 先天父母遗传之精 (related) | removed_horizontal=2
[edge] 道 -> 功成身退 (related) | removed_horizontal=2
[edge] 道 -> 利万物而不争 (example-of) | removed_horizontal=2
[edge] 道 -> 凡人仙化 (related) | removed_horizontal=2
[edge] 道 -> 功遂身退 (example-of) | removed_horizontal=2
[edge] 道 -> 吴筠 (example-of) | removed_horizontal=2
[edge] 道 -> 天地之间其犹橐龠乎 (example-of) | removed_horizontal=2
[edge] 道 -> 祝由 (related) | removed_horizontal=2
[edge] 道 -> 宇宙万物同源融通 (related) | removed_horizontal=2
[edge] 道 -> 静曰复命 (example-of) | removed_horizontal=2
[edge] 道 -> 祸兮福之所倚 (example-of) | removed_horizontal=2
[edge] 道 -> 风水占验杂技 (example-of) | removed_horizontal=2
[edge] 道 -> 道冲而用之或不盈 (example-of) | removed_horizontal=2
[edge] 道 -> 吞雾吐火 (related) | removed_horizontal=2
[edge] 道 -> 谷神不死，是谓玄牝 (example-of) | removed_horizontal=2
[edge] 道 -> 周行不殆 (example-of) | removed_horizontal=2
[edge] 道 -> 归根曰静，静曰复命 (example-of) | removed_horizontal=2
[edge] 道 -> 步罡 (related) | removed_horizontal=2
[edge] 道 -> 真道 (example-of) | removed_horizontal=2
[edge] 道 -> 道的化身 (example-of) | removed_horizontal=2
[edge] 道 -> 有道之君贵静不重变法 (example-of) | removed_horizontal=2
[edge] 道 -> 柔弱胜刚强 (example-of) | removed_horizontal=2
[edge] 道 -> 独立不改 (example-of) | removed_horizontal=2
[edge] 道 -> 恍惚窈冥 (related) | removed_horizontal=2
[edge] 道 -> 治大国而数变法，则民苦之 (related) | removed_horizontal=2
[edge] 道 -> 王弼贵无论 (example-of) | removed_horizontal=2
[edge] 道 -> 阴魄 (part-of) | removed_horizontal=2
[edge] 道 -> 积传为一周 (related) | removed_horizontal=2
[edge] 道 -> 植物层面的精 (related) | removed_horizontal=2
[edge] 道 -> 苛疾不起 (example-of) | removed_horizontal=2
[edge] 道 -> 抱一 (part-of) | removed_horizontal=2
[edge] 道 -> 未出地者 (related) | removed_horizontal=2
[edge] 道 -> 小道 (example-of) | removed_horizontal=2
[edge] 道 -> 朱熹注 (example-of) | removed_horizontal=2
[edge] 儒 -> 韩非 (related) | removed_horizontal=2
[edge] 儒 -> 李斯 (related) | removed_horizontal=2
[edge] 佛 -> 牟子理惑论 (example-of) | removed_horizontal=2
[edge] 儒 -> 人定胜天 (related) | removed_horizontal=2
[edge] 天人合一 -> 上下相遘 (related) | removed_horizontal=2
[edge] 佛 -> 首陀罗 (related) | removed_horizontal=2
[edge] 佛 -> 恒河流域 (related) | removed_horizontal=2
[edge] 天人合一 -> 不相得则病 (related) | removed_horizontal=2
[edge] 天人合一 -> 人神之通应 (example-of) | removed_horizontal=2
[edge] 天人合一 -> 太阳证 (related) | removed_horizontal=2
[edge] 天人合一 -> 天地之大纪 (related) | removed_horizontal=2
[edge] 天人合一 -> 寒暑相临 (related) | removed_horizontal=2
[edge] 天人合一 -> 气分证 (related) | removed_horizontal=2
[edge] 天人合一 -> 两肾总号命门 (related) | removed_horizontal=2
[edge] 天人合一 -> 一日四时 (example-of) | removed_horizontal=2
[edge] 天人合一 -> 十年周期 (related) | removed_horizontal=2
[edge] 天人合一 -> 七年周期 (related) | removed_horizontal=2
[edge] 天人合一 -> 坎水 (related) | removed_horizontal=2
[edge] 天人合一 -> 阳明证 (related) | removed_horizontal=2
[edge] 天人合一 -> 中和集 (related) | removed_horizontal=2
[edge] 天人合一 -> 夏时痒疥 (related) | removed_horizontal=2
[edge] 天人合一 -> 金丹大药 (related) | removed_horizontal=2
[edge] 天人合一 -> 春日浮脉 (related) | removed_horizontal=2
[edge] 天人合一 -> 大学 (related) | removed_horizontal=2
[edge] 天人合一 -> 宜 (related) | removed_horizontal=2
[edge] 天人合一 -> 郑瑄 (related) | removed_horizontal=2
[edge] 天人合一 -> 神形兼备 (related) | removed_horizontal=2
[edge] 医经 -> 清乾隆铜人 (example-of) | removed_horizontal=2
[edge] 医经 -> 明嘉靖铜人 (example-of) | removed_horizontal=2
[edge] 医经 -> 嘉靖铜人 (example-of) | removed_horizontal=2
[edge] 医经 -> 王惟一 (related) | removed_horizontal=2
[edge] 医经 -> 北宋天圣年间 (related) | removed_horizontal=2
[edge] 医经 -> 蒙医铜人 (related) | removed_horizontal=2
[edge] 医经 -> 民国铜人 (example-of) | removed_horizontal=2
[edge] 医经 -> 实习用具 (part-of) | removed_horizontal=2
[edge] 医经 -> 明正统铜人 (example-of) | removed_horizontal=2
[edge] 医经 -> 腧穴准则 (part-of) | removed_horizontal=2
[edge] 医经 -> 经络穴位 (part-of) | removed_horizontal=2
[edge] 医经 -> 蒙医特色 (related) | removed_horizontal=2
[edge] 医经 -> 腧穴经络准则 (related) | removed_horizontal=2
[edge] 中医学 -> 万物悉备，莫贵于人 (example-of) | removed_horizontal=2
[edge] 中医学 -> 不为良相，即为良医 (example-of) | removed_horizontal=2
[edge] 医经 -> 蒙古族艺术风格 (related) | removed_horizontal=2
[edge] 中医学 -> 人命至重，有贵千金 (example-of) | removed_horizontal=2
[edge] 中医学 -> 事实 (related) | removed_horizontal=2
[edge] 中医学 -> 两臂重于天下 (example-of) | removed_horizontal=2
[edge] 中医学 -> 人有两目 (example-of) | removed_horizontal=2
[edge] 中医学 -> 人头圆足方 (example-of) | removed_horizontal=2
[edge] 中医学 -> 口耳相传 (related) | removed_horizontal=2
[edge] 中医学 -> 土克水 (part-of) | removed_horizontal=2
[edge] 中医学 -> 宽厚谦和 (related) | removed_horizontal=2
[edge] 中医学 -> 传统旧学 (related) | removed_horizontal=2
[edge] 中医学 -> 以随侯之珠弹千仞之雀 (related) | removed_horizontal=2
[edge] 中医学 -> 广泛性 (related) | removed_horizontal=2
[edge] 中医学 -> 以医谋利 (contrasts-with) | removed_horizontal=2
[edge] 中医学 -> 天有日月 (example-of) | removed_horizontal=2
[edge] 中医学 -> 国民政府 (related) | removed_horizontal=2
[edge] 中医学 -> 土生金 (part-of) | removed_horizontal=2
[edge] 中医学 -> 扶土抑木 (example-of) | removed_horizontal=2
[edge] 中医学 -> 报刊印刷 (related) | removed_horizontal=2
[edge] 中医学 -> 愈疾 (related) | removed_horizontal=2
[edge] 中医学 -> 木克土 (part-of) | removed_horizontal=2
[edge] 中医学 -> 木乘土 (example-of) | removed_horizontal=2
[edge] 中医学 -> 相克之序 (part-of) | removed_horizontal=2
[edge] 中医学 -> 火生土 (part-of) | removed_horizontal=2
[edge] 中医学 -> 水克火 (part-of) | removed_horizontal=2
[edge] 中医学 -> 木生火 (part-of) | removed_horizontal=2
[edge] 中医学 -> 火克金 (part-of) | removed_horizontal=2
[edge] 中医学 -> 新中国成立 (related) | removed_horizontal=2
[edge] 中医学 -> 新闻影响力 (related) | removed_horizontal=2
[edge] 中医学 -> 新闻报道 (applies-to) | removed_horizontal=2
[edge] 中医学 -> 随侯之珠弹千仞之雀 (related) | removed_horizontal=2
[edge] 中医学 -> 肝病传脾 (example-of) | removed_horizontal=2
[edge] 中医学 -> 能尊生者 (related) | removed_horizontal=2
[edge] 中医学 -> 肺金 (part-of) | removed_horizontal=2
[edge] 中医学 -> 金克木 (part-of) | removed_horizontal=2
[edge] 中医学 -> 金生水 (example-of) | removed_horizontal=2
[edge] 中医学 -> 针对性 (related) | removed_horizontal=2
[edge] 比喻 -> 《公孙龙子》 (example-of) | removed_horizontal=2
[edge] 比喻 -> 盲人摸象 (example-of) | removed_horizontal=2
[edge] 比喻 -> 类推 (related) | removed_horizontal=2
[edge] 比喻 -> 象征 (related) | removed_horizontal=2
[edge] 比喻 -> 目 (example-of) | removed_horizontal=2
[edge] 万物有灵论 -> 人面鱼纹 (example-of) | removed_horizontal=2
[edge] 比喻 -> 坚白石 (example-of) | removed_horizontal=2
[edge] 万物有灵论 -> 图腾崇拜 (related) | removed_horizontal=2
[edge] 万物有灵论 -> 蛙纹 (example-of) | removed_horizontal=2
[edge] 万物有灵论 -> 白虎 (related) | removed_horizontal=2
[edge] 万物有灵论 -> 周公旦 (related) | removed_horizontal=2
[edge] 万物有灵论 -> 山东汉画像石 (related) | removed_horizontal=2
[edge] 万物有灵论 -> 星宿 (related) | removed_horizontal=2
[edge] 《伤寒论》 -> 学而不思则罔 (related) | removed_horizontal=2
[edge] 巫术 -> 六巫 (example-of) | removed_horizontal=2
[edge] 万物有灵论 -> 青龙 (example-of) | removed_horizontal=2
[edge] 《伤寒论》 -> 学至于行而止 (related) | removed_horizontal=2
[edge] 巫术思维 -> 祝禁术 (example-of) | removed_horizontal=2
[edge] 巫术 -> 北方巫医 (part-of) | removed_horizontal=2
[edge] 万物有灵论 -> 鸟图腾 (example-of) | removed_horizontal=2
[edge] 巫术 -> 南方巫医 (part-of) | removed_horizontal=2
[edge] 巫术 -> 天官冢宰 (related) | removed_horizontal=2
[edge] 巫术 -> 小疒臣 (example-of) | removed_horizontal=2
[edge] 巫术 -> 巫祝 (part-of) | removed_horizontal=2
[edge] 巫术 -> 换心术 (example-of) | removed_horizontal=2
[edge] 巫术 -> 巫咸 (example-of) | removed_horizontal=2
[edge] 巫术 -> 毉 (related) | removed_horizontal=2
[edge] 巫术 -> 范行准 (related) | removed_horizontal=2
[edge] 巫术 -> 汉画像石 (example-of) | removed_horizontal=2
[edge] 巫术 -> 疡医 (related) | removed_horizontal=2
[edge] 巫术 -> 鸟医 (example-of) | removed_horizontal=2
[edge] 巫术 -> 长江流域 (related) | removed_horizontal=2
[edge] 巫术 -> 针砭 (related) | removed_horizontal=2
[edge] 消极巫术 -> 崇拜 (part-of) | removed_horizontal=2
[edge] 消极巫术 -> 出血恐惧 (part-of) | removed_horizontal=2
[edge] 消极巫术 -> 禳除 (related) | removed_horizontal=2
[edge] 消极巫术 -> 禁忌 (part-of) | removed_horizontal=2
[edge] 消极巫术 -> 方相氏 (related) | removed_horizontal=2
[edge] 消极巫术 -> 厌胜 (example-of) | removed_horizontal=2
[edge] 消极巫术 -> 祓除熏浴 (example-of) | removed_horizontal=2
[edge] 消极巫术 -> 解除 (related) | removed_horizontal=2
[edge] 消极巫术 -> 禳除巫术 (contrasts-with) | removed_horizontal=2
[edge] 阴阳 -> 不内外因 (related) | removed_horizontal=2
[edge] 阴阳 -> 创伤 (related) | removed_horizontal=2
[edge] 阴阳 -> 惊 (related) | removed_horizontal=2
[edge] 阴阳 -> 虫兽伤 (related) | removed_horizontal=2
[edge] 阴阳 -> 恐 (related) | removed_horizontal=2
[edge] 阴阳 -> 攻补兼施 (applies-to) | removed_horizontal=2
[edge] 阴阳 -> 三因 (related) | removed_horizontal=2
[edge] 阴阳 -> 表里双解 (related) | removed_horizontal=2
[edge] 阴阳 -> 补泻先后 (related) | removed_horizontal=2
[edge] 阴阳 -> 起居无常 (related) | removed_horizontal=2
[edge] 阴阳 -> 阴盛则寒 (example-of) | removed_horizontal=2
[edge] 阴阳 -> 阳虚生外寒 (example-of) | removed_horizontal=2
[edge] 阴阳 -> 阳盛则热 (example-of) | removed_horizontal=2
[edge] 阴阳 -> 阴阳离决，精气乃绝 (example-of) | removed_horizontal=2
[edge] 阴阳 -> 张弓 (example-of) | removed_horizontal=2
[edge] 阴阳 -> 平人者，不病也 (example-of) | removed_horizontal=2
[edge] 阴阳 -> 阴虚生内热 (example-of) | removed_horizontal=2
[edge] 阴阳 -> 表里上下 (part-of) | removed_horizontal=2
[edge] 阴阳 -> 五时 (related) | removed_horizontal=2
[edge] 阴阳 -> 阴阳之气多少 (part-of) | removed_horizontal=2
[edge] 阴阳 -> 损有余而补不足 (example-of) | removed_horizontal=2
[edge] 阴阳 -> 五星 (related) | removed_horizontal=2
[edge] 阴阳 -> 违逆自然规律 (related) | removed_horizontal=2
[edge] 五行 -> 四百四病 (related) | removed_horizontal=2
[edge] 五行 -> 杂 (related) | removed_horizontal=2
[edge] 五行 -> 水大 (related) | removed_horizontal=2
[edge] 五行 -> 火大 (related) | removed_horizontal=2
[edge] 五行 -> 地大 (related) | removed_horizontal=2
[edge] 五行 -> 痰 (related) | removed_horizontal=2
[edge] 五行 -> 五风 (example-of) | removed_horizontal=2
[edge] 五行 -> 热病 (related) | removed_horizontal=2
[edge] 五行 -> 寒病 (related) | removed_horizontal=2
[edge] 五行 -> 土大增 (example-of) | removed_horizontal=2
[edge] 五行 -> 风大 (related) | removed_horizontal=2
[edge] 五行 -> 相火以位 (related) | removed_horizontal=2
[edge] 五行 -> 水大积 (example-of) | removed_horizontal=2
[edge] 五行 -> 巢元方 (related) | removed_horizontal=2
[edge] 五行 -> 金水相生 (example-of) | removed_horizontal=2
[edge] 五行 -> 陶弘景 (related) | removed_horizontal=2
[edge] 五脏 -> 灸焫 (related) | removed_horizontal=2
[edge] 五脏 -> 毒药 (related) | removed_horizontal=2
[edge] 五脏 -> 衰其大半而止 (related) | removed_horizontal=2
[edge] 五脏 -> 女七男八 (related) | removed_horizontal=2
[edge] 五脏 -> 年长求腑 (related) | removed_horizontal=2
[edge] 五脏 -> 年少求经 (related) | removed_horizontal=2
[edge] 五脏 -> 年壮求脏 (applies-to) | removed_horizontal=2
[edge] 五脏 -> 得神者昌，失神者亡 (example-of) | removed_horizontal=2
[edge] 五脏 -> 旦慧昼安 (related) | removed_horizontal=2
[edge] 五味 -> 子能明目 (example-of) | removed_horizontal=2
[edge] 五脏 -> 魄 (part-of) | removed_horizontal=2
[edge] 药类法象 -> 交泰丸 (example-of) | removed_horizontal=2
[edge] 五味 -> 素问·宝命全形论 (example-of) | removed_horizontal=2
[edge] 五味 -> 皮以治皮 (applies-to) | removed_horizontal=2
[edge] 五味 -> 素问·六节藏象论 (example-of) | removed_horizontal=2
[edge] 五味 -> 神气 (related) | removed_horizontal=2
[edge] 药类法象 -> 右归丸 (example-of) | removed_horizontal=2
[edge] 药类法象 -> 六一散 (example-of) | removed_horizontal=2
[edge] 药类法象 -> 天一生水 (example-of) | removed_horizontal=2
[edge] 药类法象 -> 左归丸 (example-of) | removed_horizontal=2
[edge] 五脏 -> 形气有余不足 (related) | removed_horizontal=2
[edge] 药类法象 -> 见几而作 (related) | removed_horizontal=2
[edge] 药类法象 -> 泰卦 (related) | removed_horizontal=2
[edge] 药类法象 -> 左肝右肺 (example-of) | removed_horizontal=2
[edge] 药类法象 -> 运八卦 (related) | removed_horizontal=2
[edge] 药类法象 -> 面部八卦 (related) | removed_horizontal=2
[edge] 药类法象 -> 震兑 (related) | removed_horizontal=2
[edge] 《周礼》 -> 医疗考核 (part-of) | removed_horizontal=2
[edge] 《周礼》 -> 回回药物院 (related) | removed_horizontal=2
[edge] 《周礼》 -> 地方医职 (part-of) | removed_horizontal=2
[edge] 《周礼》 -> 少府太医令 (part-of) | removed_horizontal=2
[edge] 《周礼》 -> 丞 (part-of) | removed_horizontal=2
[edge] 《周礼》 -> 广惠司 (related) | removed_horizontal=2
[edge] 《周礼》 -> 侍医 (part-of) | removed_horizontal=2
[edge] 《周礼》 -> 御药房值班制度 (part-of) | removed_horizontal=2
[edge] 《周礼》 -> 巫与医职能分化 (example-of) | removed_horizontal=2
[edge] 《周礼》 -> 禁咒 (related) | removed_horizontal=2
[edge] 砭石 -> 不锈钢毫针 (example-of) | removed_horizontal=2
[edge] 《周礼》 -> 管院事王大臣 (related) | removed_horizontal=2
[edge] 《周礼》 -> 针科博士 (part-of) | removed_horizontal=2
[edge] 《周礼》 -> 翰林医官院 (part-of) | removed_horizontal=2
[edge] 砭石 -> 脉枕 (related) | removed_horizontal=2
[edge] 砭石 -> 灸盏 (part-of) | removed_horizontal=2
[edge] 砭石 -> 青铜针 (related) | removed_horizontal=2
[edge] 砭石 -> 艾炷灸 (related) | removed_horizontal=2
[edge] 砭石 -> 灸板 (part-of) | removed_horizontal=2
[edge] 砭石 -> 铍针 (part-of) | removed_horizontal=2
[edge] 砭石 -> 锋针 (part-of) | removed_horizontal=2
[edge] 砭石 -> 艾斗 (related) | removed_horizontal=2
[edge] 砭石 -> 阳燧 (related) | removed_horizontal=2
[edge] 砭石 -> 串铃 (related) | removed_horizontal=2
[edge] 砭石 -> 周礼 (related) | removed_horizontal=2
[edge] 砭石 -> 镵针 (example-of) | removed_horizontal=2
[edge] 砭石 -> 养济院 (related) | removed_horizontal=2
[edge] 砭石 -> 圆利针 (example-of) | removed_horizontal=2
[edge] 砭石 -> 铜罐 (related) | removed_horizontal=2
[edge] 砭石 -> 占梦 (related) | removed_horizontal=2
[edge] 砭石 -> 圆针 (example-of) | removed_horizontal=2
[edge] 砭石 -> 大针 (example-of) | removed_horizontal=2
[edge] 砭石 -> 殷 (example-of) | removed_horizontal=2
[edge] 砭石 -> 温灸器 (part-of) | removed_horizontal=2
[edge] 砭石 -> 药条灸 (related) | removed_horizontal=2
[edge] 砭石 -> 灸罩 (part-of) | removed_horizontal=2
[edge] 砭石 -> 灯火灸 (example-of) | removed_horizontal=2
[edge] 砭石 -> 相法 (related) | removed_horizontal=2
[edge] 砭石 -> 胡庆余堂 (related) | removed_horizontal=2
[edge] 砭石 -> 禹步 (related) | removed_horizontal=2
[edge] 砭石 -> 药线灸 (related) | removed_horizontal=2
[edge] 砭石 -> 苗父 (related) | removed_horizontal=2
[edge] 砭石 -> 鍉针 (example-of) | removed_horizontal=2
[edge] 砭石 -> 长针 (example-of) | removed_horizontal=2
[edge] 砭石 -> 陈李济 (related) | removed_horizontal=2
[edge] 砭石 -> 隔物灸 (example-of) | removed_horizontal=2
[edge] 砭石 -> 骨针 (example-of) | removed_horizontal=2
[edge] 气功 -> 大宝令 (related) | removed_horizontal=2
[edge] 神农本草经 -> 同 (related) | removed_horizontal=2
[edge] 山海经 -> 枸杞 (example-of) | removed_horizontal=2
[edge] 神农本草经 -> 下品 (part-of) | removed_horizontal=2
[edge] 神农本草经 -> 中品 (part-of) | removed_horizontal=2
[edge] 山海经 -> 紫苏 (related) | removed_horizontal=2
[edge] 神农本草经 -> 君臣有序 (part-of) | removed_horizontal=2
[edge] 神农本草经 -> 和羹 (related) | removed_horizontal=2
[edge] 神农本草经 -> 相互宣摄 (related) | removed_horizontal=2
[edge] 神农本草经 -> 方剂源于和羹 (related) | removed_horizontal=2
[edge] 神农本草经 -> 药物源于食材 (related) | removed_horizontal=2
[edge] 地理环境 -> 东南季风气候 (part-of) | removed_horizontal=2
[edge] 地理环境 -> 神农氏 (related) | removed_horizontal=2
[edge] 地理环境 -> 河姆渡遗址 (example-of) | removed_horizontal=2
[edge] 地理环境 -> 粟 (related) | removed_horizontal=2
[edge] 地理环境 -> 耒 (related) | removed_horizontal=2
[edge] 地理环境 -> 稻谷 (related) | removed_horizontal=2
[edge] 地理环境 -> 半坡遗址 (example-of) | removed_horizontal=2
[edge] 地理环境 -> 耜 (related) | removed_horizontal=2
[edge] 地理环境 -> 三级阶梯 (part-of) | removed_horizontal=2
[edge] 地理环境 -> 长江 (part-of) | removed_horizontal=2
[edge] 地理环境 -> 太平洋 (related) | removed_horizontal=2
[edge] 地理环境 -> 列宁 (related) | removed_horizontal=2
[edge] 地理环境 -> 黄河 (part-of) | removed_horizontal=2
[edge] 地理环境 -> 石锄 (related) | removed_horizontal=2
[edge] 地理环境 -> 欧亚大陆 (related) | removed_horizontal=2
[edge] 地理环境 -> 石铲 (related) | removed_horizontal=2
[edge] 地理环境 -> 太平洋西部 (related) | removed_horizontal=2
[edge] 地理环境 -> 欧亚大陆东部 (part-of) | removed_horizontal=2
[edge] 地理环境 -> 海洋湿润气流 (related) | removed_horizontal=2
[edge] 地理环境 -> 耒耜 (related) | removed_horizontal=2
[edge] 地理环境 -> 锄 (applies-to) | removed_horizontal=2
[edge] 地理环境 -> 菜籽 (related) | removed_horizontal=2
[edge] 气 -> 大地 (related) | removed_horizontal=2
[edge] 天 -> 宇之表无极 (example-of) | removed_horizontal=2
[edge] 天 -> 进退 (related) | removed_horizontal=2
[edge] 天 -> 宙之端无穷 (related) | removed_horizontal=2
[edge] 气 -> 地球中心 (related) | removed_horizontal=2
[edge] 气 -> 天体 (related) | removed_horizontal=2
[edge] 气 -> 南北极出地角度 (related) | removed_horizontal=2
[edge] 天 -> 顺逆 (related) | removed_horizontal=2
[edge] 气 -> 耿中丞 (related) | removed_horizontal=2
[edge] 气 -> 宇宙界限 (related) | removed_horizontal=2
[edge] 气 -> 浑天体 (related) | removed_horizontal=2
[edge] 气 -> 鸡卵喻 (example-of) | removed_horizontal=2
[edge] 脉象 -> 感觉 (related) | removed_horizontal=2
[edge] 气 -> 落下闳 (related) | removed_horizontal=2
[edge] 脉象 -> 捪 (related) | removed_horizontal=2
[edge] 脉象 -> 声音 (related) | removed_horizontal=2
[edge] 气 -> 鲜于妄人 (related) | removed_horizontal=2
[edge] 脉象 -> 气味 (related) | removed_horizontal=2
[edge] 脉象 -> 用寒远寒 (applies-to) | removed_horizontal=2
[edge] 脉象 -> 春善病鼽衄 (example-of) | removed_horizontal=2
[edge] 因时制宜 -> 内涵建设 (related) | removed_horizontal=2
[edge] 因时制宜 -> 实际疗效 (related) | removed_horizontal=2
[edge] 因时制宜 -> 合作科研 (related) | removed_horizontal=2
[edge] 因时制宜 -> 中医教育机构 (related) | removed_horizontal=2
[edge] 因时制宜 -> 引进来 (related) | removed_horizontal=2
[edge] 因时制宜 -> 社会传播层 (related) | removed_horizontal=2
[edge] 因时制宜 -> 短期体验生 (related) | removed_horizontal=2
[edge] 因时制宜 -> 跨文化传播的典型平台 (related) | removed_horizontal=2
[edge] 因时制宜 -> 长期学位留学生 (related) | removed_horizontal=2
[edge] 因时制宜 -> 走出去 (related) | removed_horizontal=2
[edge] 因时制宜 -> 职业进修生 (related) | removed_horizontal=2
[edge] 四时 -> 二篇总策 (related) | removed_horizontal=2
[edge] 四时 -> 乾策 (related) | removed_horizontal=2
[edge] 四时 -> 万物之数 (related) | removed_horizontal=2
[edge] 三因制宜 -> 人之血气精神者，所以奉生而周于性命者也 (related) | removed_horizontal=2
[edge] 四时 -> 坤策 (related) | removed_horizontal=2
[edge] 三因制宜 -> 君子三戒 (related) | removed_horizontal=2
[edge] 四时 -> 大衍之数五十 (related) | removed_horizontal=2
[edge] 三因制宜 -> 壮年戒斗 (example-of) | removed_horizontal=2
[edge] 春生 -> 春温 (example-of) | removed_horizontal=2
[edge] 春生 -> 夏热 (example-of) | removed_horizontal=2
[edge] 三因制宜 -> 灵枢·本脏 (related) | removed_horizontal=2
[edge] 三因制宜 -> 少年戒色 (related) | removed_horizontal=2
[edge] 春生 -> 冬寒 (example-of) | removed_horizontal=2
[edge] 春生 -> 顺物自然而无容私焉 (related) | removed_horizontal=2
[edge] 春生 -> 秋凉 (example-of) | removed_horizontal=2
[edge] 阴胜则阳病 -> 阴偏衰 (contrasts-with) | removed_horizontal=2
[edge] 阴胜则阳病 -> 阳偏衰 (contrasts-with) | removed_horizontal=2
[edge] 阴胜则阳病 -> 阳热偏盛 (contrasts-with) | removed_horizontal=2
[edge] 《灵枢》 -> 《古今医统·庸医速报》 (related) | removed_horizontal=2
[edge] 生克制化 -> 血为气之母 (related) | removed_horizontal=2
[edge] 《灵枢》 -> 《针灸甲乙经·序》 (related) | removed_horizontal=2
[edge] 生克制化 -> 失和 (related) | removed_horizontal=2
[edge] 《灵枢》 -> 博极医源，精勤不倦 (related) | removed_horizontal=2
[edge] 《灵枢》 -> 医术水平 (related) | removed_horizontal=2
[edge] 《灵枢》 -> 同道之间应谦和谨慎 (related) | removed_horizontal=2
[edge] 《灵枢》 -> 医不贪色 (related) | removed_horizontal=2
[edge] 阴胜则阳病 -> 阴寒偏盛 (example-of) | removed_horizontal=2
[edge] 《灵枢》 -> 太极之数 (related) | removed_horizontal=2
[edge] 《灵枢》 -> 洛书九宫数 (related) | removed_horizontal=2
[edge] 《灵枢》 -> 缪希雍 (related) | removed_horizontal=2
[edge] 《灵枢》 -> 安神定志 (related) | removed_horizontal=2
[edge] 《灵枢》 -> 陈实功 (related) | removed_horizontal=2
[edge] 《灵枢》 -> 精通医道 (prerequisite) | removed_horizontal=2
